t_wall_s,step,x_m,y_m,yaw_deg,v_mps,w_radps,v_cmd_mps,w_cmd_radps,goal_dist_m,min_clearance_m,collided
118.982,1093,698.853,707.160,40.489,8.900,0.000,8.900,0.000,349.351,94.789,0
119.089,1094,699.530,707.738,40.489,8.900,0.000,8.900,0.000,348.463,95.409,0
119.197,1095,700.207,708.315,40.489,8.900,0.000,8.900,0.000,347.575,96.030,0
119.307,1096,700.884,708.893,40.489,8.900,0.000,8.900,0.000,346.686,96.651,0
119.416,1097,701.561,709.471,40.489,8.900,0.000,8.900,0.000,345.798,97.274,0
119.527,1098,702.237,710.049,40.489,8.900,0.000,8.900,0.000,344.910,97.896,0
119.636,1099,702.914,710.627,40.489,8.900,0.000,8.900,0.000,344.021,98.519,0
119.745,1100,703.591,711.205,40.489,8.900,0.000,8.900,0.000,343.133,99.142,0
119.853,1101,704.268,711.783,40.489,8.900,0.000,8.900,0.000,342.245,99.766,0
119.962,1102,704.945,712.361,40.489,8.900,0.000,8.900,0.000,341.357,100.390,0
120.071,1103,705.622,712.938,40.489,8.900,0.000,8.900,0.000,340.469,101.015,0
120.182,1104,706.299,713.516,40.489,8.900,0.000,8.900,0.000,339.580,101.640,0
120.289,1105,706.976,714.094,40.489,8.900,0.000,8.900,0.000,338.692,102.266,0
120.399,1106,707.652,714.672,40.489,8.900,0.000,8.900,0.000,337.804,102.892,0
120.508,1107,708.329,715.250,40.489,8.900,0.000,8.900,0.000,336.916,103.519,0
120.618,1108,709.006,715.828,40.489,8.900,0.000,8.900,0.000,336.028,104.146,0
120.728,1109,709.683,716.406,40.489,8.900,0.000,8.900,0.000,335.140,104.773,0
120.838,1110,710.360,716.984,40.489,8.900,0.000,8.900,0.000,334.251,105.401,0
120.946,1111,711.037,717.561,40.489,8.900,0.000,8.900,0.000,333.363,106.029,0
121.055,1112,711.714,718.139,40.489,8.900,0.000,8.900,0.000,332.475,106.658,0
121.164,1113,712.391,718.717,40.489,8.900,0.000,8.900,0.000,331.587,107.287,0
121.270,1114,713.067,719.295,40.489,8.900,0.000,8.900,0.000,330.699,107.916,0
121.381,1115,713.744,719.873,40.489,8.900,0.000,8.900,0.000,329.811,108.546,0
121.489,1116,714.421,720.451,40.489,8.900,0.000,8.900,0.000,328.923,109.176,0
121.599,1117,715.098,721.029,40.489,8.900,0.000,8.900,0.000,328.035,109.806,0
121.707,1118,715.775,721.607,40.489,8.900,0.000,8.900,0.000,327.147,110.437,0
121.816,1119,716.452,722.185,40.489,8.900,0.000,8.900,0.000,326.259,111.068,0
121.924,1120,717.129,722.762,40.489,8.900,0.000,8.900,0.000,325.371,111.700,0
122.032,1121,717.802,723.345,40.871,8.900,0.067,8.900,0.067,324.482,112.332,0
122.141,1122,718.475,723.927,40.871,8.900,0.000,8.900,0.000,323.594,112.959,0
122.250,1123,719.148,724.510,40.871,8.900,0.000,8.900,0.000,322.705,113.586,0
122.360,1124,719.821,725.092,40.871,8.900,0.000,8.900,0.000,321.817,114.214,0
122.468,1125,720.494,725.674,40.871,8.900,0.000,8.900,0.000,320.929,114.842,0
122.580,1126,721.167,726.257,40.871,8.900,0.000,8.900,0.000,320.040,115.470,0
122.686,1127,721.840,726.839,40.871,8.900,0.000,8.900,0.000,319.152,116.099,0
122.793,1128,722.513,727.421,40.871,8.900,0.000,8.900,0.000,318.264,116.728,0
122.902,1129,723.186,728.004,40.871,8.900,0.000,8.900,0.000,317.375,117.357,0
123.011,1130,723.859,728.586,40.871,8.900,0.000,8.900,0.000,316.487,117.987,0
123.119,1131,724.532,729.169,40.871,8.900,0.000,8.900,0.000,315.599,118.616,0
123.228,1132,725.205,729.751,40.871,8.900,0.000,8.900,0.000,314.710,119.247,0
123.338,1133,725.878,730.333,40.871,8.900,0.000,8.900,0.000,313.822,119.877,0
123.446,1134,726.551,730.916,40.871,8.900,0.000,8.900,0.000,312.934,120.508,0
123.555,1135,727.224,731.498,40.871,8.900,0.000,8.900,0.000,312.045,121.139,0
123.664,1136,727.897,732.080,40.871,8.900,0.000,8.900,0.000,311.157,121.771,0
123.772,1137,728.570,732.663,40.871,8.900,0.000,8.900,0.000,310.269,122.402,0
123.882,1138,729.243,733.245,40.871,8.900,0.000,8.900,0.000,309.381,123.034,0
123.992,1139,729.916,733.828,40.871,8.900,0.000,8.900,0.000,308.492,123.667,0
124.101,1140,730.589,734.410,40.871,8.900,0.000,8.900,0.000,307.604,124.299,0
124.209,1141,731.262,734.992,40.871,8.900,0.000,8.900,0.000,306.716,124.932,0
124.318,1142,731.935,735.575,40.871,8.900,0.000,8.900,0.000,305.828,125.565,0
124.427,1143,732.608,736.157,40.871,8.900,0.000,8.900,0.000,304.940,126.199,0
124.537,1144,733.281,736.740,40.871,8.900,0.000,8.900,0.000,304.051,126.832,0
124.644,1145,733.954,737.322,40.871,8.900,0.000,8.900,0.000,303.163,127.466,0
124.753,1146,734.627,737.904,40.871,8.900,0.000,8.900,0.000,302.275,128.100,0
124.861,1147,735.300,738.487,40.871,8.900,0.000,8.900,0.000,301.387,128.735,0
124.971,1148,735.973,739.069,40.871,8.900,0.000,8.900,0.000,300.499,129.369,0
125.081,1149,736.646,739.651,40.871,8.900,0.000,8.900,0.000,299.611,130.004,0
125.191,1150,737.319,740.234,40.871,8.900,0.000,8.900,0.000,298.723,130.639,0
125.300,1151,737.992,740.816,40.871,8.900,0.000,8.900,0.000,297.834,131.275,0
125.409,1152,738.665,741.399,40.871,8.900,0.000,8.900,0.000,296.946,131.910,0
125.520,1153,739.338,741.981,40.871,8.900,0.000,8.900,0.000,296.058,132.546,0
125.628,1154,740.011,742.563,40.871,8.900,0.000,8.900,0.000,295.170,133.182,0
125.736,1155,740.684,743.146,40.871,8.900,0.000,8.900,0.000,294.282,133.819,0
125.845,1156,741.357,743.728,40.871,8.900,0.000,8.900,0.000,293.394,134.455,0
125.954,1157,742.026,744.315,41.253,8.900,0.067,8.900,0.067,292.506,135.092,0
126.065,1158,742.695,744.902,41.253,8.900,0.000,8.900,0.000,291.617,135.724,0
126.176,1159,743.364,745.489,41.253,8.900,0.000,8.900,0.000,290.729,136.356,0
126.286,1160,744.033,746.076,41.253,8.900,0.000,8.900,0.000,289.841,136.988,0
126.395,1161,744.702,746.662,41.253,8.900,0.000,8.900,0.000,288.952,137.621,0
126.503,1162,745.371,747.249,41.253,8.900,0.000,8.900,0.000,288.064,138.254,0
126.611,1163,746.040,747.836,41.253,8.900,0.000,8.900,0.000,287.175,138.887,0
126.719,1164,746.710,748.423,41.253,8.900,0.000,8.900,0.000,286.287,139.520,0
126.828,1165,747.379,749.010,41.253,8.900,0.000,8.900,0.000,285.399,140.153,0
126.938,1166,748.048,749.597,41.253,8.900,0.000,8.900,0.000,284.510,140.787,0
127.046,1167,748.717,750.183,41.253,8.900,0.000,8.900,0.000,283.622,141.420,0
127.155,1168,749.386,750.770,41.253,8.900,0.000,8.900,0.000,282.734,142.054,0
127.265,1169,750.055,751.357,41.253,8.900,0.000,8.900,0.000,281.846,142.689,0
127.373,1170,750.724,751.944,41.253,8.900,0.000,8.900,0.000,280.957,143.323,0
127.484,1171,751.393,752.531,41.253,8.900,0.000,8.900,0.000,280.069,143.958,0
127.596,1172,752.062,753.118,41.253,8.900,0.000,8.900,0.000,279.181,144.592,0
127.705,1173,752.732,753.705,41.253,8.900,0.000,8.900,0.000,278.293,145.227,0
127.816,1174,753.401,754.291,41.253,8.900,0.000,8.900,0.000,277.404,145.862,0
127.923,1175,754.070,754.878,41.253,8.900,0.000,8.900,0.000,276.516,146.498,0
128.031,1176,754.739,755.465,41.253,8.900,0.000,8.900,0.000,275.628,147.133,0
128.142,1177,755.408,756.052,41.253,8.900,0.000,8.900,0.000,274.740,147.769,0
128.252,1178,756.077,756.639,41.253,8.900,0.000,8.900,0.000,273.851,148.405,0
128.361,1179,756.746,757.226,41.253,8.900,0.000,8.900,0.000,272.963,149.041,0
128.469,1180,757.415,757.813,41.253,8.900,0.000,8.900,0.000,272.075,149.677,0
128.577,1181,758.084,758.399,41.253,8.900,0.000,8.900,0.000,271.187,150.314,0
128.685,1182,758.753,758.986,41.253,8.900,0.000,8.900,0.000,270.299,150.950,0
128.794,1183,759.423,759.573,41.253,8.900,0.000,8.900,0.000,269.411,151.587,0
128.902,1184,760.092,760.160,41.253,8.900,0.000,8.900,0.000,268.523,152.224,0
129.013,1185,760.761,760.747,41.253,8.900,0.000,8.900,0.000,267.634,152.861,0
129.122,1186,761.430,761.334,41.253,8.900,0.000,8.900,0.000,266.746,153.498,0
129.232,1187,762.099,761.921,41.253,8.900,0.000,8.900,0.000,265.858,154.136,0
129.339,1188,762.768,762.507,41.253,8.900,0.000,8.900,0.000,264.970,154.774,0
129.449,1189,763.437,763.094,41.253,8.900,0.000,8.900,0.000,264.082,155.411,0
129.560,1190,764.102,763.686,41.635,8.900,0.067,8.900,0.067,263.194,156.049,0
129.668,1191,764.768,764.277,41.635,8.900,0.000,8.900,0.000,262.305,156.682,0
129.777,1192,765.433,764.868,41.635,8.900,0.000,8.900,0.000,261.417,157.315,0
129.887,1193,766.098,765.459,41.635,8.900,0.000,8.900,0.000,260.529,157.949,0
129.995,1194,766.763,766.051,41.635,8.900,0.000,8.900,0.000,259.640,158.582,0
130.103,1195,767.428,766.642,41.635,8.900,0.000,8.900,0.000,258.752,159.216,0
130.213,1196,768.093,767.233,41.635,8.900,0.000,8.900,0.000,257.864,159.850,0
130.322,1197,768.759,767.825,41.635,8.900,0.000,8.900,0.000,256.975,160.484,0
130.432,1198,769.424,768.416,41.635,8.900,0.000,8.900,0.000,256.087,161.118,0
130.539,1199,770.089,769.007,41.635,8.900,0.000,8.900,0.000,255.199,161.752,0
130.646,1200,770.754,769.599,41.635,8.900,0.000,8.900,0.000,254.310,162.386,0
130.756,1201,771.419,770.190,41.635,8.900,0.000,8.900,0.000,253.422,163.021,0
130.866,1202,772.085,770.781,41.635,8.900,0.000,8.900,0.000,252.534,163.656,0
130.975,1203,772.750,771.373,41.635,8.900,0.000,8.900,0.000,251.645,164.290,0
131.083,1204,773.415,771.964,41.635,8.900,0.000,8.900,0.000,250.757,164.926,0
131.192,1205,774.080,772.555,41.635,8.900,0.000,8.900,0.000,249.869,165.561,0
131.303,1206,774.745,773.146,41.635,8.900,0.000,8.900,0.000,248.981,166.196,0
131.412,1207,775.410,773.738,41.635,8.900,0.000,8.900,0.000,248.093,166.831,0
131.520,1208,776.076,774.329,41.635,8.900,0.000,8.900,0.000,247.204,167.467,0
131.629,1209,776.741,774.920,41.635,8.900,0.000,8.900,0.000,246.316,168.103,0
131.737,1210,777.406,775.512,41.635,8.900,0.000,8.900,0.000,245.428,168.738,0
131.845,1211,778.071,776.103,41.635,8.900,0.000,8.900,0.000,244.540,169.374,0
131.954,1212,778.736,776.694,41.635,8.900,0.000,8.900,0.000,243.652,170.010,0
132.063,1213,779.402,777.286,41.635,8.900,0.000,8.900,0.000,242.764,170.647,0
132.172,1214,780.067,777.877,41.635,8.900,0.000,8.900,0.000,241.875,171.283,0
132.281,1215,780.732,778.468,41.635,8.900,0.000,8.900,0.000,240.987,171.919,0
132.389,1216,781.397,779.059,41.635,8.900,0.000,8.900,0.000,240.099,172.556,0
132.497,1217,782.062,779.651,41.635,8.900,0.000,8.900,0.000,239.211,173.193,0
132.605,1218,782.727,780.242,41.635,8.900,0.000,8.900,0.000,238.323,173.830,0
132.715,1219,783.389,780.838,42.017,8.900,0.067,8.900,0.067,237.435,174.467,0
132.824,1220,784.050,781.433,42.017,8.900,0.000,8.900,0.000,236.546,175.099,0
132.933,1221,784.711,782.029,42.017,8.900,0.000,8.900,0.000,235.658,175.731,0
133.042,1222,785.372,782.625,42.017,8.900,0.000,8.900,0.000,234.769,176.363,0
133.151,1223,786.034,783.221,42.017,8.900,0.000,8.900,0.000,233.881,176.996,0
133.258,1224,786.695,783.816,42.017,8.900,0.000,8.900,0.000,232.993,177.628,0
133.364,1225,787.356,784.412,42.017,8.900,0.000,8.900,0.000,232.104,178.261,0
133.474,1226,788.017,785.008,42.017,8.900,0.000,8.900,0.000,231.216,178.894,0
133.581,1227,788.678,785.604,42.017,8.900,0.000,8.900,0.000,230.328,179.527,0
133.691,1228,789.340,786.199,42.017,8.900,0.000,8.900,0.000,229.439,180.160,0
133.800,1229,790.001,786.795,42.017,8.900,0.000,8.900,0.000,228.551,180.793,0
133.909,1230,790.662,787.391,42.017,8.900,0.000,8.900,0.000,227.663,181.426,0
134.018,1231,791.323,787.986,42.017,8.900,0.000,8.900,0.000,226.775,182.059,0
134.127,1232,791.985,788.582,42.017,8.900,0.000,8.900,0.000,225.886,182.693,0
134.236,1233,792.646,789.178,42.017,8.900,0.000,8.900,0.000,224.998,183.326,0
134.343,1234,793.307,789.774,42.017,8.900,0.000,8.900,0.000,224.110,183.960,0
134.452,1235,793.968,790.369,42.017,8.900,0.000,8.900,0.000,223.222,184.594,0
134.561,1236,794.629,790.965,42.017,8.900,0.000,8.900,0.000,222.333,185.228,0
134.669,1237,795.291,791.561,42.017,8.900,0.000,8.900,0.000,221.445,185.862,0
134.780,1238,795.952,792.156,42.017,8.900,0.000,8.900,0.000,220.557,186.496,0
134.889,1239,796.613,792.752,42.017,8.900,0.000,8.900,0.000,219.669,187.130,0
134.998,1240,797.274,793.348,42.017,8.900,0.000,8.900,0.000,218.781,187.765,0
135.104,1241,797.936,793.944,42.017,8.900,0.000,8.900,0.000,217.893,188.399,0
135.215,1242,798.597,794.539,42.017,8.900,0.000,8.900,0.000,217.005,189.034,0
135.324,1243,799.258,795.135,42.017,8.900,0.000,8.900,0.000,216.116,189.669,0
135.432,1244,799.919,795.731,42.017,8.900,0.000,8.900,0.000,215.228,190.303,0
135.541,1245,800.576,796.331,42.399,8.900,0.067,8.900,0.067,214.340,190.938,0
135.651,1246,801.234,796.931,42.399,8.900,0.000,8.900,0.000,213.451,191.568,0
135.760,1247,801.891,797.531,42.399,8.900,0.000,8.900,0.000,212.563,192.198,0
135.869,1248,802.548,798.131,42.399,8.900,0.000,8.900,0.000,211.675,192.829,0
135.977,1249,803.205,798.731,42.399,8.900,0.000,8.900,0.000,210.786,193.459,0
136.085,1250,803.863,799.332,42.399,8.900,0.000,8.900,0.000,209.898,194.089,0
136.193,1251,804.520,799.932,42.399,8.900,0.000,8.900,0.000,209.010,194.720,0
136.303,1252,805.177,800.532,42.399,8.900,0.000,8.900,0.000,208.121,195.350,0
136.413,1253,805.834,801.132,42.399,8.900,0.000,8.900,0.000,207.233,195.981,0
136.521,1254,806.492,801.732,42.399,8.900,0.000,8.900,0.000,206.345,196.612,0
136.629,1255,807.149,802.332,42.399,8.900,0.000,8.900,0.000,205.456,197.243,0
136.737,1256,807.806,802.932,42.399,8.900,0.000,8.900,0.000,204.568,197.874,0
136.845,1257,808.463,803.532,42.399,8.900,0.000,8.900,0.000,203.680,198.505,0
136.954,1258,809.120,804.132,42.399,8.900,0.000,8.900,0.000,202.791,199.136,0
137.062,1259,809.778,804.733,42.399,8.900,0.000,8.900,0.000,201.903,199.767,0
137.171,1260,810.435,805.333,42.399,8.900,0.000,8.900,0.000,201.015,200.399,0
137.281,1261,811.092,805.933,42.399,8.900,0.000,8.900,0.000,200.127,201.030,0
137.389,1262,811.749,806.533,42.399,8.900,0.000,8.900,0.000,199.239,201.662,0
137.500,1263,812.407,807.133,42.399,8.900,0.000,8.900,0.000,198.350,202.293,0
137.610,1264,813.064,807.733,42.399,8.900,0.000,8.900,0.000,197.462,202.925,0
137.720,1265,813.721,808.333,42.399,8.900,0.000,8.900,0.000,196.574,203.557,0
137.829,1266,814.378,808.933,42.399,8.900,0.000,8.900,0.000,195.686,204.189,0
137.938,1267,815.036,809.534,42.399,8.900,0.000,8.900,0.000,194.798,204.821,0
138.047,1268,815.693,810.134,42.399,8.900,0.000,8.900,0.000,193.910,205.453,0
138.156,1269,816.346,810.738,42.781,8.900,0.067,8.900,0.067,193.021,206.085,0
138.262,1270,816.999,811.343,42.781,8.900,0.000,8.900,0.000,192.133,206.712,0
138.372,1271,817.652,811.947,42.781,8.900,0.000,8.900,0.000,191.245,207.340,0
138.482,1272,818.306,812.552,42.781,8.900,0.000,8.900,0.000,190.356,207.967,0
138.591,1273,818.959,813.156,42.781,8.900,0.000,8.900,0.000,189.468,208.595,0
138.700,1274,819.612,813.761,42.781,8.900,0.000,8.900,0.000,188.579,209.222,0
138.808,1275,820.265,814.365,42.781,8.900,0.000,8.900,0.000,187.691,209.850,0
138.917,1276,820.919,814.970,42.781,8.900,0.000,8.900,0.000,186.803,210.478,0
139.026,1277,821.572,815.574,42.781,8.900,0.000,8.900,0.000,185.914,211.106,0
139.134,1278,822.225,816.179,42.781,8.900,0.000,8.900,0.000,185.026,211.734,0
139.243,1279,822.878,816.783,42.781,8.900,0.000,8.900,0.000,184.138,212.362,0
139.352,1280,823.531,817.388,42.781,8.900,0.000,8.900,0.000,183.249,212.990,0
139.460,1281,824.185,817.992,42.781,8.900,0.000,8.900,0.000,182.361,213.618,0
139.570,1282,824.838,818.596,42.781,8.900,0.000,8.900,0.000,181.473,214.246,0
139.678,1283,825.491,819.201,42.781,8.900,0.000,8.900,0.000,180.585,214.875,0
139.786,1284,826.144,819.805,42.781,8.900,0.000,8.900,0.000,179.697,215.503,0
139.893,1285,826.798,820.410,42.781,8.900,0.000,8.900,0.000,178.808,216.132,0
140.002,1286,827.451,821.014,42.781,8.900,0.000,8.900,0.000,177.920,216.760,0
140.110,1287,828.104,821.619,42.781,8.900,0.000,8.900,0.000,177.032,217.389,0
140.220,1288,828.757,822.223,42.781,8.900,0.000,8.900,0.000,176.144,218.018,0
140.330,1289,829.410,822.828,42.781,8.900,0.000,8.900,0.000,175.256,218.647,0
140.439,1290,830.064,823.432,42.781,8.900,0.000,8.900,0.000,174.368,219.276,0
140.547,1291,830.713,824.041,43.163,8.900,0.067,8.900,0.067,173.479,219.905,0
140.656,1292,831.362,824.650,43.163,8.900,0.000,8.900,0.000,172.591,220.529,0
140.766,1293,832.011,825.259,43.163,8.900,0.000,8.900,0.000,171.702,221.153,0
140.875,1294,832.660,825.868,43.163,8.900,0.000,8.900,0.000,170.814,221.777,0
140.983,1295,833.310,826.477,43.163,8.900,0.000,8.900,0.000,169.926,222.402,0
141.093,1296,833.959,827.085,43.163,8.900,0.000,8.900,0.000,169.037,223.026,0
141.203,1297,834.608,827.694,43.163,8.900,0.000,8.900,0.000,168.149,223.651,0
141.309,1298,835.257,828.303,43.163,8.900,0.000,8.900,0.000,167.261,224.275,0
141.418,1299,835.906,828.912,43.163,8.900,0.000,8.900,0.000,166.372,224.900,0
141.527,1300,836.555,829.521,43.163,8.900,0.000,8.900,0.000,165.484,225.525,0
141.637,1301,837.205,830.129,43.163,8.900,0.000,8.900,0.000,164.596,226.149,0
141.747,1302,837.854,830.738,43.163,8.900,0.000,8.900,0.000,163.707,226.774,0
141.856,1303,838.503,831.347,43.163,8.900,0.000,8.900,0.000,162.819,227.399,0
141.963,1304,839.152,831.956,43.163,8.900,0.000,8.900,0.000,161.931,228.024,0
142.072,1305,839.801,832.565,43.163,8.900,0.000,8.900,0.000,161.043,228.649,0
142.181,1306,840.450,833.174,43.163,8.900,0.000,8.900,0.000,160.155,229.275,0
142.290,1307,841.100,833.782,43.163,8.900,0.000,8.900,0.000,159.266,229.900,0
142.399,1308,841.749,834.391,43.163,8.900,0.000,8.900,0.000,158.378,230.525,0
142.508,1309,842.398,835.000,43.163,8.900,0.000,8.900,0.000,157.490,231.150,0
142.615,1310,843.043,835.613,43.545,8.900,0.067,8.900,0.067,156.602,231.776,0
142.724,1311,843.688,836.226,43.545,8.900,0.000,8.900,0.000,155.713,232.397,0
142.834,1312,844.333,836.840,43.545,8.900,0.000,8.900,0.000,154.825,233.017,0
142.942,1313,844.978,837.453,43.545,8.900,0.000,8.900,0.000,153.936,233.638,0
143.049,1314,845.624,838.066,43.545,8.900,0.000,8.900,0.000,153.048,234.259,0
143.157,1315,846.269,838.679,43.545,8.900,0.000,8.900,0.000,152.160,234.879,0
143.266,1316,846.914,839.292,43.545,8.900,0.000,8.900,0.000,151.271,235.501,0
143.377,1317,847.559,839.905,43.545,8.900,0.000,8.900,0.000,150.383,236.121,0
143.486,1318,848.204,840.518,43.545,8.900,0.000,8.900,0.000,149.495,236.743,0
143.594,1319,848.849,841.132,43.545,8.900,0.000,8.900,0.000,148.606,237.364,0
143.702,1320,849.494,841.745,43.545,8.900,0.000,8.900,0.000,147.718,237.985,0
143.811,1321,850.139,842.358,43.545,8.900,0.000,8.900,0.000,146.830,238.606,0
143.920,1322,850.784,842.971,43.545,8.900,0.000,8.900,0.000,145.942,239.228,0
144.030,1323,851.429,843.584,43.545,8.900,0.000,8.900,0.000,145.053,239.849,0
144.138,1324,852.075,844.197,43.545,8.900,0.000,8.900,0.000,144.165,240.470,0
144.246,1325,852.720,844.810,43.545,8.900,0.000,8.900,0.000,143.277,241.092,0
144.357,1326,853.365,845.424,43.545,8.900,0.000,8.900,0.000,142.389,241.714,0
144.466,1327,854.006,846.041,43.927,8.900,0.067,8.900,0.067,141.500,242.335,0
144.573,1328,854.647,846.658,43.927,8.900,0.000,8.900,0.000,140.612,242.952,0
144.683,1329,855.288,847.276,43.927,8.900,0.000,8.900,0.000,139.724,243.569,0
144.795,1330,855.929,847.893,43.927,8.900,0.000,8.900,0.000,138.835,244.186,0
144.903,1331,856.570,848.511,43.927,8.900,0.000,8.900,0.000,137.947,244.803,0
145.013,1332,857.211,849.128,43.927,8.900,0.000,8.900,0.000,137.058,245.420,0
145.122,1333,857.852,849.746,43.927,8.900,0.000,8.900,0.000,136.170,246.037,0
145.231,1334,858.493,850.363,43.927,8.900,0.000,8.900,0.000,135.282,246.654,0
145.340,1335,859.134,850.980,43.927,8.900,0.000,8.900,0.000,134.393,247.272,0
145.448,1336,859.775,851.598,43.927,8.900,0.000,8.900,0.000,133.505,247.889,0
145.556,1337,860.416,852.215,43.927,8.900,0.000,8.900,0.000,132.617,248.506,0
145.663,1338,861.057,852.833,43.927,8.900,0.000,8.900,0.000,131.729,249.124,0
145.772,1339,861.698,853.450,43.927,8.900,0.000,8.900,0.000,130.840,249.741,0
145.881,1340,862.339,854.068,43.927,8.900,0.000,8.900,0.000,129.952,250.359,0
145.991,1341,862.980,854.685,43.927,8.900,0.000,8.900,0.000,129.064,250.976,0
146.101,1342,863.621,855.302,43.927,8.900,0.000,8.900,0.000,128.176,251.594,0
146.211,1343,864.258,855.924,44.309,8.900,0.067,8.900,0.067,127.287,252.212,0
146.318,1344,864.894,856.546,44.309,8.900,0.000,8.900,0.000,126.399,252.825,0
146.427,1345,865.531,857.167,44.309,8.900,0.000,8.900,0.000,125.510,253.438,0
146.536,1346,866.168,857.789,44.309,8.900,0.000,8.900,0.000,124.622,254.051,0
146.645,1347,866.805,858.411,44.309,8.900,0.000,8.900,0.000,123.733,254.664,0
146.753,1348,867.442,859.032,44.309,8.900,0.000,8.900,0.000,122.845,255.277,0
146.861,1349,868.079,859.654,44.309,8.900,0.000,8.900,0.000,121.957,255.890,0
146.969,1350,868.716,860.276,44.309,8.900,0.000,8.900,0.000,121.068,256.503,0
147.077,1351,869.353,860.898,44.309,8.900,0.000,8.900,0.000,120.180,257.117,0
147.186,1352,869.989,861.519,44.309,8.900,0.000,8.900,0.000,119.292,257.730,0
147.295,1353,870.626,862.141,44.309,8.900,0.000,8.900,0.000,118.404,258.343,0
147.405,1354,871.263,862.763,44.309,8.900,0.000,8.900,0.000,117.515,258.957,0
147.513,1355,871.900,863.384,44.309,8.900,0.000,8.900,0.000,116.627,259.570,0
147.623,1356,872.537,864.006,44.309,8.900,0.000,8.900,0.000,115.739,260.184,0
147.733,1357,873.170,864.632,44.691,8.900,0.067,8.900,0.067,114.850,260.798,0
147.841,1358,873.802,865.258,44.691,8.900,0.000,8.900,0.000,113.962,261.406,0
147.950,1359,874.435,865.884,44.691,8.900,0.000,8.900,0.000,113.073,262.015,0
148.059,1360,875.068,866.510,44.691,8.900,0.000,8.900,0.000,112.185,262.624,0
148.167,1361,875.700,867.136,44.691,8.900,0.000,8.900,0.000,111.297,263.233,0
148.276,1362,876.333,867.762,44.691,8.900,0.000,8.900,0.000,110.408,263.842,0
148.386,1363,876.966,868.387,44.691,8.900,0.000,8.900,0.000,109.520,264.451,0
148.495,1364,877.599,869.013,44.691,8.900,0.000,8.900,0.000,108.631,265.061,0
148.606,1365,878.231,869.639,44.691,8.900,0.000,8.900,0.000,107.743,265.670,0
148.716,1366,878.864,870.265,44.691,8.900,0.000,8.900,0.000,106.855,266.279,0
148.824,1367,879.497,870.891,44.691,8.900,0.000,8.900,0.000,105.967,266.888,0
148.931,1368,880.129,871.517,44.691,8.900,0.000,8.900,0.000,105.078,267.498,0
149.040,1369,880.762,872.143,44.691,8.900,0.000,8.900,0.000,104.190,268.107,0
149.149,1370,881.391,872.773,45.073,8.900,0.067,8.900,0.067,103.302,268.717,0
149.258,1371,882.019,873.403,45.073,8.900,0.000,8.900,0.000,102.413,269.321,0
149.366,1372,882.648,874.033,45.073,8.900,0.000,8.900,0.000,101.525,269.926,0
149.474,1373,883.276,874.663,45.073,8.900,0.000,8.900,0.000,100.636,270.531,0
149.583,1374,883.905,875.294,45.073,8.900,0.000,8.900,0.000,99.748,271.136,0
149.690,1375,884.533,875.924,45.073,8.900,0.000,8.900,0.000,98.859,271.740,0
149.801,1376,885.162,876.554,45.073,8.900,0.000,8.900,0.000,97.971,272.345,0
149.910,1377,885.790,877.184,45.073,8.900,0.000,8.900,0.000,97.083,272.950,0
150.018,1378,886.419,877.814,45.073,8.900,0.000,8.900,0.000,96.194,273.555,0
150.128,1379,887.047,878.444,45.073,8.900,0.000,8.900,0.000,95.306,274.160,0
150.237,1380,887.676,879.074,45.073,8.900,0.000,8.900,0.000,94.418,274.766,0
150.346,1381,888.304,879.704,45.073,8.900,0.000,8.900,0.000,93.530,275.371,0
150.455,1382,888.929,880.339,45.455,8.900,0.067,8.900,0.067,92.641,275.976,0
150.566,1383,889.553,880.973,45.455,8.900,0.000,8.900,0.000,91.753,276.576,0
150.677,1384,890.177,881.607,45.455,8.900,0.000,8.900,0.000,90.864,277.177,0
150.787,1385,890.802,882.242,45.455,8.900,0.000,8.900,0.000,89.976,277.777,0
150.895,1386,891.426,882.876,45.455,8.900,0.000,8.900,0.000,89.087,278.378,0
151.005,1387,892.050,883.510,45.455,8.900,0.000,8.900,0.000,88.199,278.978,0
151.116,1388,892.675,884.145,45.455,8.900,0.000,8.900,0.000,87.311,279.579,0
151.227,1389,893.299,884.779,45.455,8.900,0.000,8.900,0.000,86.422,280.180,0
151.337,1390,893.923,885.413,45.455,8.900,0.000,8.900,0.000,85.534,280.780,0
151.447,1391,894.548,886.047,45.455,8.900,0.000,8.900,0.000,84.646,281.381,0
151.558,1392,895.168,886.686,45.837,8.900,0.067,8.900,0.067,83.757,281.982,0
151.669,1393,895.788,887.324,45.837,8.900,0.000,8.900,0.000,82.869,282.578,0
151.776,1394,896.408,887.963,45.837,8.900,0.000,8.900,0.000,81.980,283.174,0
151.885,1395,897.028,888.601,45.837,8.900,0.000,8.900,0.000,81.092,283.770,0
151.994,1396,897.648,889.240,45.837,8.900,0.000,8.900,0.000,80.203,284.366,0
152.103,1397,898.268,889.878,45.837,8.900,0.000,8.900,0.000,79.315,284.963,0
152.211,1398,898.888,890.517,45.837,8.900,0.000,8.900,0.000,78.426,285.559,0
152.321,1399,899.508,891.155,45.837,8.900,0.000,8.900,0.000,77.538,286.155,0
152.432,1400,900.128,891.794,45.837,8.900,0.000,8.900,0.000,76.650,286.752,0
152.541,1401,900.744,892.436,46.219,8.900,0.067,8.900,0.067,75.761,287.348,0
